Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,Last5HomeOver2.5Perc,Last5AwayOver2.5Perc,HST,AST,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AwayOver2.5Perc,AvgLast5HomeGoalsScored,AvgLast5HomeGoalsConceded,AvgLast5AwayGoalsScored,MaxC>2.5,B365C<2.5,AvgHomeGoalsScored,HR,Over2.5
2022-08-05,E0,20:00,Crystal Palace,Arsenal,A,A,A Taylor,2022/2023,0.0,0.0,2,2,42.11,0.0,47.37,0.0,2.0,2.0,2.19,1.72,1.11,0,0
2022-08-20,E0,17:30,Bournemouth,Arsenal,A,A,C Pawson,2022/2023,50.0,50.0,1,6,47.37,0.0,47.37,1.0,1.5,2.5,1.9,2.1,1.05,0,1
2022-09-04,E0,16:30,Man United,Arsenal,H,H,P Tierney,2022/2023,100.0,66.67,6,3,57.89,1.0,47.37,2.0,1.33,2.0,1.82,2.1,1.89,0,1
2022-09-18,E0,12:00,Brentford,Arsenal,A,A,D Coote,2022/2023,75.0,75.0,2,7,47.37,0.75,47.37,2.5,1.5,2.25,1.81,2.1,1.84,0,1
2022-10-16,E0,14:00,Leeds,Arsenal,A,A,C Kavanagh,2022/2023,40.0,60.0,4,4,63.16,0.6,47.37,1.2,0.6,2.0,1.64,2.3,1.37,0,0
2022-10-23,E0,14:00,Southampton,Arsenal,D,A,R Jones,2022/2023,40.0,60.0,3,3,47.37,0.8,47.37,1.0,1.2,1.8,1.72,2.2,1.0,0,0
2022-11-06,E0,12:00,Chelsea,Arsenal,A,D,M Oliver,2022/2023,60.0,40.0,1,2,36.84,0.8,47.37,1.6,0.8,1.4,2.01,1.96,1.05,0,0
2022-11-12,E0,19:45,Wolves,Arsenal,A,D,S Attwell,2022/2023,60.0,20.0,2,4,26.32,0.2,47.37,0.6,2.4,1.6,1.97,1.98,1.0,0,0
2022-12-31,E0,17:30,Brighton,Arsenal,A,A,A Taylor,2022/2023,60.0,20.0,5,7,52.63,0.6,47.37,1.4,1.6,1.8,1.96,2.01,1.95,0,1
2023-01-15,E0,16:30,Tottenham,Arsenal,A,A,C Pawson,2022/2023,60.0,20.0,7,5,57.89,0.6,47.37,1.2,2.2,2.0,2.03,1.94,1.95,0,0
2023-02-04,E0,12:30,Everton,Arsenal,H,D,D Coote,2022/2023,60.0,20.0,4,3,42.11,0.6,47.37,0.8,2.0,1.8,2.09,1.83,0.84,0,0
2023-02-18,E0,12:30,Aston Villa,Arsenal,A,H,S Hooper,2022/2023,80.0,40.0,5,5,57.89,1.0,47.37,1.6,2.6,2.4,2.01,1.91,1.74,0,1
2023-02-25,E0,15:00,Leicester,Arsenal,A,D,C Pawson,2022/2023,60.0,40.0,0,2,63.16,1.0,47.37,1.2,1.6,2.2,1.77,2.1,1.21,0,0
2023-03-12,E0,14:00,Fulham,Arsenal,A,A,D Coote,2022/2023,40.0,40.0,2,7,73.68,0.6,47.37,1.0,1.2,2.0,1.84,2.1,1.63,0,1
2023-04-09,E0,16:30,Liverpool,Arsenal,D,A,P Tierney,2022/2023,40.0,60.0,6,5,52.63,1.0,47.37,2.6,0.4,2.0,1.76,2.2,2.42,0,1
2023-04-16,E0,14:00,West Ham,Arsenal,D,A,D Coote,2022/2023,60.0,80.0,3,5,36.84,1.2,47.37,1.8,1.6,2.4,1.81,2.1,1.37,0,1
2023-04-26,E0,20:00,Man City,Arsenal,H,H,M Oliver,2022/2023,80.0,80.0,9,2,84.21,1.6,47.37,3.2,0.8,1.8,1.83,2.1,3.16,0,1
2023-05-07,E0,16:30,Newcastle,Arsenal,A,A,C Kavanagh,2022/2023,60.0,80.0,5,6,36.84,1.6,47.37,2.6,1.0,2.0,1.72,2.2,1.89,0,0
2023-05-20,E0,17:30,Nott'm Forest,Arsenal,H,H,A Taylor,2022/2023,40.0,60.0,2,3,36.84,1.8,47.37,1.8,1.4,1.4,1.83,2.1,1.42,0,0
2023-08-21,E0,20:00,Crystal Palace,Arsenal,A,D,D Coote,2023/2024,0.0,0.0,2,3,63.16,0.0,52.63,0.0,1.0,1.0,2.14,1.8,1.95,0,0
2023-09-17,E0,16:30,Everton,Arsenal,A,D,S Hooper,2023/2024,0.0,0.0,1,4,36.84,0.0,52.63,0.0,1.0,1.0,1.92,2.1,1.16,0,0
2023-09-30,E0,15:00,Bournemouth,Arsenal,A,A,M Salisbury,2023/2024,25.0,33.33,1,8,63.16,0.0,52.63,0.25,1.75,2.0,1.7,2.3,1.42,0,1
2023-10-21,E0,17:30,Chelsea,Arsenal,D,H,C Kavanagh,2023/2024,40.0,50.0,5,3,63.16,0.5,52.63,1.2,1.0,2.0,2.19,1.85,2.32,0,1
2023-11-04,E0,17:30,Newcastle,Arsenal,H,D,S Attwell,2023/2024,40.0,40.0,2,1,68.42,0.6,52.63,1.8,0.4,1.6,2.24,1.7,2.58,0,0
2023-11-25,E0,17:30,Brentford,Arsenal,A,D,T Robinson,2023/2024,80.0,40.0,3,4,68.42,0.6,52.63,1.8,1.6,1.6,1.99,1.94,1.53,0,0
2023-12-05,E0,20:15,Luton,Arsenal,A,A,S Barrott,2023/2024,60.0,60.0,4,9,68.42,1.2,52.63,1.4,1.8,2.2,1.68,2.25,1.47,0,1
2023-12-09,E0,17:30,Aston Villa,Arsenal,H,H,J Gillett,2023/2024,60.0,40.0,3,5,78.95,1.4,52.63,2.4,0.6,1.4,1.86,2.08,2.53,0,0
2023-12-23,E0,17:30,Liverpool,Arsenal,D,D,C Kavanagh,2023/2024,60.0,20.0,3,2,68.42,1.2,52.63,2.2,0.8,1.2,1.71,2.3,2.58,0,0
2023-12-31,E0,14:00,Fulham,Arsenal,H,D,J Smith,2023/2024,80.0,40.0,4,3,63.16,1.4,52.63,3.0,1.0,1.4,1.88,2.05,1.63,0,1
2024-01-30,E0,19:30,Nott'm Forest,Arsenal,A,D,S Hooper,2023/2024,60.0,60.0,3,3,52.63,1.6,52.63,1.0,1.8,1.6,1.83,2.05,1.42,0,1
2024-02-11,E0,14:00,West Ham,Arsenal,A,A,C Pawson,2023/2024,40.0,60.0,1,12,52.63,1.0,52.63,1.2,1.4,2.0,1.92,2.02,1.63,0,1
2024-02-17,E0,15:00,Burnley,Arsenal,A,A,J Gillett,2023/2024,40.0,80.0,0,7,57.89,0.8,52.63,0.6,2.4,3.0,1.62,2.4,1.0,0,1
2024-03-04,E0,20:00,Sheffield United,Arsenal,A,A,S Barrott,2023/2024,100.0,100.0,0,10,84.21,0.6,52.63,0.8,4.2,4.0,1.56,2.4,1.0,0,1
2024-03-31,E0,16:30,Man City,Arsenal,D,D,A Taylor,2023/2024,20.0,80.0,1,2,57.89,0.2,52.63,1.4,0.4,3.8,1.94,2.0,2.68,0,0
2024-04-06,E0,17:30,Brighton,Arsenal,A,A,J Brooks,2023/2024,40.0,80.0,2,7,57.89,0.0,52.63,1.2,1.0,4.0,1.73,2.3,1.58,0,1
2024-04-20,E0,19:30,Wolves,Arsenal,A,A,P Tierney,2023/2024,40.0,60.0,3,9,63.16,0.0,52.63,0.8,1.4,3.2,1.62,2.38,1.37,0,0
2024-04-28,E0,14:00,Tottenham,Arsenal,A,A,M Oliver,2023/2024,100.0,60.0,2,3,84.21,0.4,52.63,2.2,1.6,2.8,1.55,2.5,2.0,0,1
2024-05-12,E0,16:30,Man United,Arsenal,A,A,P Tierney,2023/2024,40.0,40.0,2,5,68.42,0.4,52.63,1.8,1.2,1.8,1.4,3.0,1.63,0,0
2022-08-06,E0,15:00,Bournemouth,Aston Villa,H,H,P Bankes,2022/2023,0.0,0.0,3,2,47.37,2.0,36.84,2.0,0.0,0.0,2.24,1.72,1.05,0,0
2022-08-20,E0,15:00,Crystal Palace,Aston Villa,H,D,A Madley,2022/2023,50.0,50.0,9,5,42.11,2.5,36.84,1.5,1.5,0.5,2.34,1.66,1.11,0,1
2022-08-31,E0,19:30,Arsenal,Aston Villa,H,H,R Jones,2022/2023,100.0,66.67,9,3,89.47,2.33,36.84,2.67,1.33,0.67,1.75,2.2,2.79,0,1
2022-10-02,E0,16:30,Leeds,Aston Villa,D,D,S Attwell,2022/2023,50.0,50.0,1,7,63.16,1.75,36.84,1.5,0.5,0.5,1.93,1.99,1.37,1,0
2022-10-10,E0,20:00,Nott'm Forest,Aston Villa,D,D,A Taylor,2022/2023,40.0,40.0,3,2,36.84,1.6,36.84,1.2,1.8,0.6,1.96,1.96,1.42,0,0
2022-10-20,E0,19:30,Fulham,Aston Villa,H,H,M Oliver,2022/2023,100.0,60.0,8,6,73.68,1.8,36.84,2.2,1.8,0.6,1.98,1.93,1.63,0,1
2022-10-29,E0,15:00,Newcastle,Aston Villa,H,H,P Tierney,2022/2023,40.0,60.0,7,0,36.84,2.0,36.84,2.2,0.4,0.4,1.93,1.99,1.89,0,1
2022-11-13,E0,14:00,Brighton,Aston Villa,A,D,C Kavanagh,2022/2023,60.0,60.0,2,2,52.63,1.8,36.84,2.0,1.2,0.6,2.19,1.93,1.95,0,1
2023-01-01,E0,14:00,Tottenham,Aston Villa,A,D,J Brooks,2022/2023,60.0,60.0,2,4,57.89,1.8,36.84,1.6,1.8,1.0,1.72,2.3,1.95,0,0
2023-01-21,E0,15:00,Southampton,Aston Villa,A,D,M Salisbury,2022/2023,40.0,60.0,5,5,47.37,1.6,36.84,0.6,2.0,1.0,2.33,1.67,1.0,0,0
2023-02-12,E0,16:30,Man City,Aston Villa,H,H,R Jones,2022/2023,80.0,60.0,9,2,84.21,1.6,36.84,2.4,1.2,1.2,1.53,2.63,3.16,0,1
2023-02-25,E0,15:00,Everton,Aston Villa,A,D,A Taylor,2022/2023,40.0,40.0,5,5,42.11,0.8,36.84,0.8,1.6,1.6,2.5,1.57,0.84,0,0
2023-03-12,E0,14:00,West Ham,Aston Villa,D,D,C Kavanagh,2022/2023,20.0,20.0,6,4,36.84,0.8,36.84,1.6,0.8,1.4,2.23,1.73,1.37,0,0
2023-04-01,E0,17:30,Chelsea,Aston Villa,A,A,A Madley,2022/2023,20.0,20.0,8,2,36.84,0.8,36.84,0.6,1.0,1.4,2.05,1.92,1.05,0,0
2023-04-04,E0,19:45,Leicester,Aston Villa,A,D,G Scott,2022/2023,80.0,40.0,4,5,63.16,1.0,36.84,1.6,1.8,1.6,2.02,1.95,1.21,1,1
2023-04-22,E0,15:00,Brentford,Aston Villa,D,D,M Salisbury,2022/2023,40.0,20.0,5,2,47.37,0.6,36.84,1.4,1.4,1.6,2.17,1.73,1.84,0,0
2023-04-30,E0,14:00,Man United,Aston Villa,H,H,J Gillett,2022/2023,20.0,20.0,6,1,57.89,0.8,36.84,1.4,0.0,1.2,1.61,2.5,1.89,0,0
2023-05-06,E0,15:00,Wolves,Aston Villa,H,H,S Attwell,2022/2023,20.0,20.0,2,3,26.32,0.8,36.84,1.6,0.8,1.0,2.17,1.8,1.0,0,0
2023-05-20,E0,15:00,Liverpool,Aston Villa,D,A,J Brooks,2022/2023,40.0,20.0,5,3,52.63,1.0,36.84,2.0,1.2,0.8,1.52,2.75,2.42,0,0
2023-08-12,E0,17:30,Newcastle,Aston Villa,H,H,A Madley,2023/2024,100.0,100.0,13,6,68.42,5.0,63.16,5.0,1.0,1.0,1.73,2.2,2.58,0,1
2023-08-27,E0,14:00,Burnley,Aston Villa,A,A,M Salisbury,2023/2024,100.0,100.0,2,6,57.89,3.0,63.16,0.5,3.0,2.0,1.84,2.0,1.0,0,1
2023-09-03,E0,14:00,Liverpool,Aston Villa,H,H,S Hooper,2023/2024,100.0,100.0,4,3,68.42,3.0,63.16,3.0,0.5,1.33,1.43,3.0,2.58,0,1
2023-09-24,E0,14:00,Chelsea,Aston Villa,A,D,J Gillett,2023/2024,25.0,75.0,4,7,63.16,2.25,63.16,1.0,0.75,1.25,1.76,2.1,2.32,0,0
2023-10-08,E0,14:00,Wolves,Aston Villa,D,D,R Jones,2023/2024,75.0,60.0,3,4,63.16,2.0,63.16,1.25,2.25,1.2,1.88,2.06,1.37,1,0
2023-11-05,E0,14:00,Nott'm Forest,Aston Villa,H,H,J Gillett,2023/2024,40.0,40.0,3,3,52.63,1.4,63.16,1.6,1.0,1.0,1.85,2.1,1.42,0,0
2023-11-26,E0,14:00,Tottenham,Aston Villa,A,D,R Jones,2023/2024,80.0,40.0,8,5,84.21,1.4,63.16,1.6,1.6,0.8,1.61,2.4,2.0,0,1
2023-12-03,E0,14:00,Bournemouth,Aston Villa,D,D,T Bramall,2023/2024,80.0,40.0,7,3,63.16,1.2,63.16,1.4,1.8,1.2,1.58,2.6,1.42,0,1
2023-12-17,E0,14:00,Brentford,Aston Villa,A,H,D Coote,2023/2024,80.0,60.0,3,5,68.42,1.4,63.16,2.0,1.2,1.4,1.99,1.92,1.53,1,1
2023-12-26,E0,20:00,Man United,Aston Villa,H,A,C Pawson,2023/2024,80.0,80.0,7,4,68.42,1.8,63.16,1.2,1.8,1.6,1.62,2.35,1.63,0,1
2024-01-14,E0,14:00,Everton,Aston Villa,D,D,D Coote,2023/2024,60.0,80.0,2,5,36.84,1.4,63.16,1.2,1.2,1.6,1.77,2.1,1.16,0,0
2024-02-03,E0,17:30,Sheffield United,Aston Villa,A,A,P Tierney,2023/2024,60.0,80.0,5,10,84.21,1.2,63.16,1.0,2.4,2.2,1.7,2.2,1.0,0,1
2024-02-17,E0,15:00,Fulham,Aston Villa,A,A,L Smith,2023/2024,60.0,80.0,4,3,63.16,1.0,63.16,1.2,1.2,2.2,1.73,2.3,1.63,0,1
2024-03-02,E0,17:30,Luton,Aston Villa,A,A,M Oliver,2023/2024,100.0,80.0,5,8,68.42,1.2,63.16,2.0,2.2,2.4,1.47,2.7,1.47,0,1
2024-03-17,E0,14:00,West Ham,Aston Villa,D,H,J Gillett,2023/2024,60.0,60.0,5,5,52.63,0.8,63.16,1.6,2.4,2.2,1.63,2.35,1.63,0,0
2024-04-03,E0,20:15,Man City,Aston Villa,H,H,D England,2023/2024,40.0,80.0,11,3,57.89,1.6,63.16,1.8,0.6,2.4,1.48,2.75,2.68,0,1
2024-04-14,E0,16:30,Arsenal,Aston Villa,A,D,D Coote,2023/2024,60.0,60.0,4,2,73.68,1.6,63.16,2.2,1.0,1.8,1.49,3.0,2.53,0,0
2024-05-05,E0,14:00,Brighton,Aston Villa,H,D,R Jones,2023/2024,40.0,40.0,8,1,57.89,1.6,63.16,0.6,1.6,1.4,1.47,2.75,1.58,0,0
2024-05-19,E0,16:00,Crystal Palace,Aston Villa,H,H,D Bond,2023/2024,80.0,40.0,9,2,63.16,2.2,63.16,3.6,1.2,0.8,1.5,2.75,1.95,0,1
2024-08-17,E0,17:30,West Ham,Aston Villa,A,D,T Harrington,2024/2025,100.0,100.0,3,3,100.0,1.0,100.0,1.0,2.0,2.0,1.73,2.1,1.0,0,1
2022-08-13,E0,15:00,Man City,Bournemouth,H,H,D Coote,2022/2023,100.0,100.0,7,1,84.21,4.0,47.37,4.0,0.0,0.0,1.34,3.75,3.16,0,1
2022-08-27,E0,15:00,Liverpool,Bournemouth,H,H,S Attwell,2022/2023,50.0,100.0,12,2,52.63,6.5,47.37,5.0,0.5,0.0,1.43,3.5,2.42,0,1
2022-09-03,E0,15:00,Nott'm Forest,Bournemouth,A,H,M Oliver,2022/2023,33.33,100.0,3,3,36.84,5.0,47.37,1.0,1.67,1.0,2.35,1.72,1.42,0,1
2022-09-17,E0,15:00,Newcastle,Bournemouth,D,D,C Pawson,2022/2023,25.0,75.0,7,3,36.84,4.0,47.37,1.5,1.0,1.0,1.78,2.1,1.89,0,0
2022-10-15,E0,15:00,Fulham,Bournemouth,D,A,G Scott,2022/2023,100.0,80.0,4,6,73.68,3.6,47.37,2.0,2.2,1.2,2.09,1.98,1.63,0,1
2022-10-24,E0,20:00,West Ham,Bournemouth,H,H,D Coote,2022/2023,20.0,60.0,4,3,36.84,3.2,47.37,1.6,0.8,1.2,2.02,1.92,1.37,0,0
2022-11-05,E0,15:00,Leeds,Bournemouth,H,A,T Harrington,2022/2023,40.0,60.0,4,6,63.16,2.2,47.37,1.4,1.6,1.8,1.8,2.1,1.37,0,1
2022-12-27,E0,17:30,Chelsea,Bournemouth,H,H,S Hooper,2022/2023,40.0,40.0,5,4,36.84,2.2,47.37,1.6,0.6,1.2,1.7,2.3,1.05,0,0
2023-01-03,E0,20:00,Man United,Bournemouth,H,H,M Salisbury,2022/2023,40.0,60.0,6,4,57.89,2.6,47.37,1.8,0.0,1.0,1.59,2.38,1.89,0,1
2023-01-14,E0,17:30,Brentford,Bournemouth,H,H,J Gillett,2022/2023,40.0,40.0,4,2,47.37,2.6,47.37,1.6,0.8,0.6,1.98,1.94,1.84,0,0
2023-02-04,E0,15:00,Brighton,Bournemouth,H,D,C Pawson,2022/2023,80.0,40.0,6,2,52.63,2.4,47.37,2.2,1.4,0.6,1.67,2.3,1.95,0,0
2023-02-18,E0,15:00,Wolves,Bournemouth,A,D,M Salisbury,2022/2023,20.0,20.0,4,1,26.32,1.6,47.37,0.8,0.8,0.2,2.13,1.82,1.0,0,0
2023-03-04,E0,15:00,Arsenal,Bournemouth,H,A,C Kavanagh,2022/2023,80.0,40.0,9,4,89.47,1.8,47.37,2.4,1.6,0.6,1.6,2.5,2.79,0,1
2023-03-18,E0,15:00,Aston Villa,Bournemouth,H,H,R Jones,2022/2023,80.0,40.0,9,3,57.89,1.8,47.37,2.0,1.8,0.6,1.96,1.95,1.74,0,1
2023-04-08,E0,15:00,Leicester,Bournemouth,A,A,D Coote,2022/2023,60.0,40.0,4,7,63.16,1.4,47.37,1.2,1.6,0.8,2.02,1.93,1.21,0,0
2023-04-15,E0,15:00,Tottenham,Bournemouth,A,D,A Madley,2022/2023,60.0,60.0,8,6,57.89,1.6,47.37,2.2,1.0,1.4,1.8,2.1,1.95,0,1
2023-04-27,E0,19:45,Southampton,Bournemouth,A,D,D England,2022/2023,40.0,60.0,2,2,47.37,1.6,47.37,0.8,2.4,1.4,2.24,1.73,1.0,0,0
2023-05-13,E0,15:00,Crystal Palace,Bournemouth,H,H,M Salisbury,2022/2023,40.0,40.0,5,0,42.11,1.4,47.37,1.6,1.0,1.0,2.08,1.86,1.11,0,0
2023-05-28,E0,16:30,Everton,Bournemouth,H,D,S Attwell,2022/2023,60.0,20.0,6,2,42.11,1.0,47.37,0.8,2.2,1.0,1.85,2.1,0.84,0,0
2023-08-19,E0,15:00,Liverpool,Bournemouth,H,H,T Bramall,2023/2024,100.0,100.0,10,5,68.42,3.0,78.95,3.0,1.0,1.0,1.32,4.0,2.58,1,1
2023-09-02,E0,15:00,Brentford,Bournemouth,D,D,R Madley,2023/2024,66.67,100.0,7,5,68.42,2.5,78.95,1.67,1.67,1.5,1.85,2.0,1.53,0,1
2023-09-24,E0,14:00,Brighton,Bournemouth,H,D,J Brooks,2023/2024,100.0,100.0,4,4,57.89,2.67,78.95,2.75,1.5,1.33,1.48,2.75,1.58,0,1
2023-10-07,E0,15:00,Everton,Bournemouth,H,H,D Coote,2023/2024,40.0,100.0,8,4,36.84,2.75,78.95,0.8,1.0,1.0,1.9,2.04,1.16,0,1
2023-11-04,E0,15:00,Man City,Bournemouth,H,H,C Pawson,2023/2024,60.0,100.0,8,1,57.89,3.4,78.95,3.2,0.6,1.0,1.35,3.5,2.68,0,1
2023-11-25,E0,15:00,Sheffield United,Bournemouth,A,A,A Madley,2023/2024,100.0,100.0,2,11,84.21,3.0,78.95,1.2,3.2,1.4,2.01,1.96,1.0,0,1
2023-12-06,E0,19:30,Crystal Palace,Bournemouth,A,A,C Pawson,2023/2024,40.0,80.0,3,4,63.16,2.6,78.95,0.6,1.4,1.4,2.09,1.83,1.95,0,0
2023-12-09,E0,15:00,Man United,Bournemouth,A,A,P Bankes,2023/2024,80.0,80.0,3,4,68.42,2.0,78.95,1.0,1.6,1.8,1.5,2.6,1.63,0,1
2023-12-23,E0,15:00,Nott'm Forest,Bournemouth,A,D,R Jones,2023/2024,40.0,80.0,5,7,52.63,1.8,78.95,1.2,1.8,2.4,2.03,1.95,1.42,1,1
2023-12-31,E0,14:00,Tottenham,Bournemouth,H,H,S Hooper,2023/2024,100.0,80.0,6,4,84.21,1.2,78.95,2.2,1.4,2.4,1.36,3.5,2.0,0,1
2024-02-01,E0,19:30,West Ham,Bournemouth,D,A,T Robinson,2023/2024,20.0,60.0,3,4,52.63,1.2,78.95,1.4,0.4,2.0,1.81,2.05,1.63,0,0
2024-02-10,E0,15:00,Fulham,Bournemouth,H,H,D England,2023/2024,60.0,80.0,6,4,63.16,1.8,78.95,2.0,0.8,1.8,1.9,2.05,1.63,0,1
2024-02-17,E0,15:00,Newcastle,Bournemouth,D,D,M Salisbury,2023/2024,100.0,80.0,5,7,68.42,2.2,78.95,2.4,2.4,1.6,1.61,2.4,2.58,0,1
2024-03-03,E0,13:00,Burnley,Bournemouth,A,A,D Coote,2023/2024,40.0,60.0,6,3,57.89,1.8,78.95,0.6,2.4,1.4,1.71,2.15,1.0,0,0
2024-04-06,E0,15:00,Luton,Bournemouth,H,D,A Madley,2023/2024,80.0,60.0,9,1,68.42,1.6,78.95,1.4,2.0,1.4,1.59,2.5,1.47,0,1
2024-04-21,E0,15:00,Aston Villa,Bournemouth,H,D,T Robinson,2023/2024,80.0,80.0,4,6,78.95,2.0,78.95,2.4,2.0,1.4,1.51,2.63,2.53,0,1
2024-04-24,E0,19:45,Wolves,Bournemouth,A,A,S Attwell,2023/2024,40.0,60.0,4,6,63.16,1.4,78.95,0.8,1.2,1.4,1.71,2.2,1.37,0,0
2024-05-04,E0,12:30,Arsenal,Bournemouth,H,H,D Coote,2023/2024,60.0,60.0,9,2,73.68,1.6,78.95,2.4,0.6,1.0,1.35,3.4,2.53,0,1
2024-05-19,E0,16:00,Chelsea,Bournemouth,H,H,A Taylor,2023/2024,80.0,80.0,6,5,63.16,2.0,78.95,3.8,0.8,0.8,1.33,3.5,2.32,0,1
